Plot Title: HOBO_343,,,
#,"Date Time, GMT-07:00","Temp, °C (LGR S/N: 21162343, SEN S/N: 21162343)",End Of File (LGR S/N: 21162343)
654,04/04/24 05:00:00 PM,18.236,
655,04/04/24 06:00:00 PM,16.332,
656,04/04/24 07:00:00 PM,14.517,
657,04/04/24 08:00:00 PM,12.497,
658,04/04/24 09:00:00 PM,12.304,
659,04/04/24 10:00:00 PM,10.357,
660,04/04/24 11:00:00 PM,8.581,
661,04/05/24 12:00:00 AM,9.571,
662,04/05/24 01:00:00 AM,11.139,
663,04/05/24 02:00:00 AM,9.571,
664,04/05/24 03:00:00 AM,7.983,
665,04/05/24 04:00:00 AM,6.978,
666,04/05/24 05:00:00 AM,7.782,
667,04/05/24 06:00:00 AM,7.280,
668,04/05/24 07:00:00 AM,11.139,
669,04/05/24 08:00:00 AM,15.664,
670,04/05/24 09:00:00 AM,15.664,
671,04/05/24 10:00:00 AM,16.808,
672,04/05/24 11:00:00 AM,17.379,
673,04/05/24 12:00:00 PM,19.853,
674,04/05/24 01:00:00 PM,19.092,
675,04/05/24 02:00:00 PM,15.760,
676,04/05/24 03:00:00 PM,16.999,
677,04/05/24 04:00:00 PM,15.187,
678,04/05/24 05:00:00 PM,14.900,
679,04/05/24 06:00:00 PM,10.161,
680,04/05/24 07:00:00 PM,7.882,
681,04/05/24 08:00:00 PM,6.674,
682,04/05/24 09:00:00 PM,5.450,
683,04/05/24 10:00:00 PM,2.837,
684,04/05/24 11:00:00 PM,2.410,
685,04/06/24 12:00:00 AM,1.548,
686,04/06/24 01:00:00 AM,-1.341,
687,04/06/24 02:00:00 AM,-1.341,
688,04/06/24 03:00:00 AM,-1.114,
689,04/06/24 04:00:00 AM,-1.799,
690,04/06/24 05:00:00 AM,-2.727,
691,04/06/24 06:00:00 AM,-3.079,
692,04/06/24 07:00:00 AM,-0.102,
693,04/06/24 08:00:00 AM,3.155,
694,04/06/24 09:00:00 AM,4.102,
695,04/06/24 10:00:00 AM,6.471,
696,04/06/24 11:00:00 AM,6.166,
697,04/06/24 12:00:00 PM,1.872,
698,04/06/24 01:00:00 PM,8.680,
699,04/06/24 02:00:00 PM,2.410,
700,04/06/24 03:00:00 PM,4.102,
701,04/06/24 04:00:00 PM,5.244,
702,04/06/24 05:00:00 PM,4.311,
703,04/06/24 06:00:00 PM,3.261,
704,04/06/24 07:00:00 PM,1.980,
705,04/06/24 08:00:00 PM,0.893,
706,04/06/24 09:00:00 PM,0.010,
707,04/06/24 10:00:00 PM,-0.549,
708,04/06/24 11:00:00 PM,-1.114,
709,04/07/24 12:00:00 AM,-1.684,
710,04/07/24 01:00:00 AM,-1.914,
711,04/07/24 02:00:00 AM,-2.610,
712,04/07/24 03:00:00 AM,-2.610,
713,04/07/24 04:00:00 AM,-2.727,
714,04/07/24 05:00:00 AM,-2.610,
715,04/07/24 06:00:00 AM,-3.079,
716,04/07/24 07:00:00 AM,-0.437,
717,04/07/24 08:00:00 AM,2.730,
718,04/07/24 09:00:00 AM,5.450,
719,04/07/24 10:00:00 AM,7.782,
720,04/07/24 11:00:00 AM,7.079,
721,04/07/24 12:00:00 PM,10.063,
722,04/07/24 01:00:00 PM,6.775,
723,04/07/24 02:00:00 PM,10.357,
724,04/07/24 03:00:00 PM,9.275,
725,04/07/24 04:00:00 PM,8.382,
726,04/07/24 05:00:00 PM,6.877,
727,04/07/24 06:00:00 PM,5.860,
728,04/07/24 07:00:00 PM,4.519,
729,04/07/24 08:00:00 PM,3.049,
730,04/07/24 09:00:00 PM,2.303,
731,04/07/24 10:00:00 PM,2.730,
732,04/07/24 11:00:00 PM,2.195,
733,04/08/24 12:00:00 AM,-0.662,
734,04/08/24 01:00:00 AM,0.343,
735,04/08/24 02:00:00 AM,-0.887,
736,04/08/24 03:00:00 AM,-0.887,
737,04/08/24 04:00:00 AM,-2.261,
738,04/08/24 05:00:00 AM,-2.145,
739,04/08/24 06:00:00 AM,-3.672,
740,04/08/24 07:00:00 AM,1.439,
741,04/08/24 08:00:00 AM,6.166,
742,04/08/24 09:00:00 AM,6.978,
743,04/08/24 10:00:00 AM,9.768,
744,04/08/24 11:00:00 AM,8.382,
745,04/08/24 12:00:00 PM,9.472,
746,04/08/24 01:00:00 PM,12.883,
747,04/08/24 02:00:00 PM,13.558,
748,04/08/24 03:00:00 PM,10.651,
749,04/08/24 04:00:00 PM,11.041,
750,04/08/24 05:00:00 PM,8.481,
751,04/08/24 06:00:00 PM,6.166,
752,04/08/24 07:00:00 PM,3.472,
753,04/08/24 08:00:00 PM,2.410,
754,04/08/24 09:00:00 PM,1.656,
755,04/08/24 10:00:00 PM,1.330,
756,04/08/24 11:00:00 PM,2.303,
757,04/09/24 12:00:00 AM,1.221,
758,04/09/24 01:00:00 AM,1.221,
759,04/09/24 02:00:00 AM,0.121,
760,04/09/24 03:00:00 AM,-0.549,
761,04/09/24 04:00:00 AM,-1.001,
762,04/09/24 05:00:00 AM,-1.228,
763,04/09/24 06:00:00 AM,-1.799,
764,04/09/24 07:00:00 AM,3.578,
765,04/09/24 08:00:00 AM,7.782,
766,04/09/24 09:00:00 AM,9.275,
767,04/09/24 10:00:00 AM,11.722,
768,04/09/24 11:00:00 AM,11.139,
769,04/09/24 12:00:00 PM,14.900,
770,04/09/24 01:00:00 PM,17.094,
771,04/09/24 02:00:00 PM,17.950,
772,04/09/24 03:00:00 PM,14.996,
773,04/09/24 04:00:00 PM,14.613,
774,04/09/24 05:00:00 PM,11.528,
775,04/09/24 06:00:00 PM,9.077,
776,04/09/24 07:00:00 PM,5.962,
777,04/09/24 08:00:00 PM,7.481,
778,04/09/24 09:00:00 PM,6.877,
779,04/09/24 10:00:00 PM,5.347,
780,04/09/24 11:00:00 PM,3.683,
781,04/10/24 12:00:00 AM,4.934,
782,04/10/24 01:00:00 AM,4.519,
783,04/10/24 02:00:00 AM,4.311,
784,04/10/24 03:00:00 AM,3.367,
785,04/10/24 04:00:00 AM,2.303,
786,04/10/24 05:00:00 AM,2.517,
787,04/10/24 06:00:00 AM,2.517,
788,04/10/24 07:00:00 AM,6.775,
789,04/10/24 08:00:00 AM,11.041,
790,04/10/24 09:00:00 AM,12.110,
791,04/10/24 10:00:00 AM,12.980,
792,04/10/24 11:00:00 AM,14.038,
793,04/10/24 12:00:00 PM,20.138,
794,04/10/24 01:00:00 PM,19.187,
795,04/10/24 02:00:00 PM,18.236,
796,04/10/24 03:00:00 PM,15.473,
797,04/10/24 04:00:00 PM,14.996,
798,04/10/24 05:00:00 PM,13.173,
799,04/10/24 06:00:00 PM,10.161,
800,04/10/24 07:00:00 PM,8.282,
801,04/10/24 08:00:00 PM,6.978,
802,04/10/24 09:00:00 PM,6.471,
803,04/10/24 10:00:00 PM,6.573,
804,04/10/24 11:00:00 PM,4.727,
805,04/11/24 12:00:00 AM,4.934,
806,04/11/24 01:00:00 AM,5.552,
807,04/11/24 02:00:00 AM,3.683,
808,04/11/24 03:00:00 AM,2.943,
809,04/11/24 04:00:00 AM,2.624,
810,04/11/24 05:00:00 AM,1.980,
811,04/11/24 06:00:00 AM,1.439,
812,04/11/24 07:00:00 AM,7.481,
813,04/11/24 08:00:00 AM,11.819,
814,04/11/24 09:00:00 AM,13.846,
815,04/11/24 10:00:00 AM,13.942,
816,04/11/24 11:00:00 AM,14.517,
817,04/11/24 12:00:00 PM,22.429,
818,04/11/24 01:00:00 PM,20.710,
819,04/11/24 02:00:00 PM,22.142,
820,04/11/24 03:00:00 PM,19.282,
821,04/11/24 04:00:00 PM,17.950,
822,04/11/24 05:00:00 PM,14.709,
823,04/11/24 06:00:00 PM,11.139,
824,04/11/24 07:00:00 PM,9.176,
825,04/11/24 08:00:00 PM,8.779,
826,04/11/24 09:00:00 PM,9.373,
827,04/11/24 10:00:00 PM,9.275,
828,04/11/24 11:00:00 PM,8.282,
829,04/12/24 12:00:00 AM,7.079,
830,04/12/24 01:00:00 AM,7.582,
831,04/12/24 02:00:00 AM,6.471,
832,04/12/24 03:00:00 AM,7.882,
833,04/12/24 04:00:00 AM,5.860,
834,04/12/24 05:00:00 AM,5.450,
835,04/12/24 06:00:00 AM,5.347,
836,04/12/24 07:00:00 AM,12.110,
837,04/12/24 08:00:00 AM,14.804,
838,04/12/24 09:00:00 AM,15.951,
839,04/12/24 10:00:00 AM,19.092,
840,04/12/24 11:00:00 AM,21.473,
841,04/12/24 12:00:00 PM,27.272,
842,04/12/24 01:00:00 PM,24.641,
843,04/12/24 02:00:00 PM,25.125,
844,04/12/24 03:00:00 PM,23.581,
845,04/12/24 04:00:00 PM,22.046,
846,04/12/24 05:00:00 PM,20.043,
847,04/12/24 06:00:00 PM,16.046,
848,04/12/24 07:00:00 PM,13.942,
849,04/12/24 08:00:00 PM,14.421,
850,04/12/24 09:00:00 PM,14.804,
851,04/12/24 10:00:00 PM,14.325,
852,04/12/24 11:00:00 PM,14.900,
853,04/13/24 12:00:00 AM,14.325,
854,04/13/24 01:00:00 AM,13.076,
855,04/13/24 02:00:00 AM,12.594,
856,04/13/24 03:00:00 AM,11.819,
857,04/13/24 04:00:00 AM,11.528,
858,04/13/24 05:00:00 AM,10.846,
859,04/13/24 06:00:00 AM,9.571,
860,04/13/24 07:00:00 AM,12.497,
861,04/13/24 08:00:00 AM,19.377,
