order,family,Genus,species,mass.g.,gestation.mo.,newborn.g.,weaning.mo.,wean,refs
Rodentia,Muridae,Lemmiscus,curtatus,27.17,0.82,1.16,0.7,-999,
Rodentia,Muridae,Lemmus,lemmus,51.67,0.68,3.92,0.5,-999,
Rodentia,Muridae,Lemmus,sibiricus,59.2,0.7,3.78,-999,27,
Rodentia,Muridae,Lemniscomys,griselda,59,-999,-999,-999,-999,
Rodentia,Muridae,Lemniscomys,striatus,42.3,0.83,1.7,1,15,
Rodentia,Muridae,Leporillus,conditor,332.5,1.24,-999,1.17,-999,
Rodentia,Muridae,Lophiomys,imhausi,755,-999,-999,1.33,-999,
Rodentia,Muridae,Lophuromys,woosnami,-999,1.07,9.5,-999,-999,
Rodentia,Muridae,Lophuromys,luteogaster,-999,-999,-999,-999,-999,
Rodentia,Muridae,Lophuromys,flavopunctatus,55,1.01,6.5,1.67,15.33,
Rodentia,Muridae,Lophuromys,sikapusi,44.5,1,7.5,0.4,13.61,
Rodentia,Muridae,Macrotarsomys,bastardi,-999,-999,-999,-999,-999,
Rodentia,Muridae,Malacothrix,typica,12.33,0.88,1.2,1.07,-999,
Rodentia,Muridae,Mastomys,erythroleucus,37.77,0.7,-999,-999,22.5,
Rodentia,Muridae,Mastomys,natalensis,44.97,0.77,2.07,0.69,13.28,
Rodentia,Muridae,Megadontomys,thomasi,111,-999,4.5,1,-999,
Rodentia,Muridae,Melomys,levipes,81.6,-999,-999,-999,-999,
Rodentia,Muridae,Melomys,rubex,45.9,-999,-999,-999,-999,
Rodentia,Muridae,Melomys,rufescens,57.4,-999,-999,-999,-999,
Rodentia,Muridae,Melomys,moncktoni,89.8,-999,-999,-999,-999,
Rodentia,Muridae,Melomys,leucogaster,96,-999,-999,-999,-999,
Rodentia,Muridae,Melomys,capensis,65,-999,6.5,-999,-999,
Rodentia,Muridae,Melomys,burtoni,62,-999,-999,0.75,30.5,
Rodentia,Muridae,Melomys,cervinipes,94,1.3,-999,1.08,17.5,
Rodentia,Muridae,Meriones,persicus,100,0.84,5,0.64,-999,
Rodentia,Muridae,Meriones,tristrami,105,0.85,3,-999,-999,
Rodentia,Muridae,Meriones,libycus,77,0.84,5.33,1,45,
Rodentia,Muridae,Meriones,shawi,185,0.86,4.46,0.75,25,
Rodentia,Muridae,Meriones,vinogradovi,150,0.72,3,-999,-999,
Rodentia,Muridae,Meriones,crassus,48.3,0.82,3.4,0.67,-999,
Rodentia,Muridae,Meriones,tamariscinus,-999,-999,3.03,0.56,15.75,
Rodentia,Muridae,Meriones,meridianus,53,0.77,-999,0.7,-999,
Rodentia,Muridae,Meriones,hurrianae,70,0.97,3.5,0.82,20.5,
Rodentia,Muridae,Meriones,unguiculatus,53.2,0.84,2.9,0.87,14.95,
Rodentia,Muridae,Mesembriomys,macrurus,268.5,1.57,-999,1.63,-999,
Rodentia,Muridae,Mesembriomys,gouldii,900,1.46,34.9,1.56,440.5,
Rodentia,Muridae,Mesocricetus,brandti,197.5,0.5,-999,-999,-999,
Rodentia,Muridae,Mesocricetus,raddei,-999,-999,-999,-999,-999,
Rodentia,Muridae,Mesocricetus,auratus,105,0.54,2.31,0.74,22.93,
Rodentia,Muridae,Micromys,minutus,6,0.65,0.9,0.59,-999,
Rodentia,Muridae,Microtus,lusitanicus,-999,0.67,1.7,-999,-999,
Rodentia,Muridae,Microtus,transcaspicus,-999,-999,2.8,-999,-999,
Rodentia,Muridae,Microtus,duodecimcostatus,-999,-999,2.21,-999,-999,
Rodentia,Muridae,Microtus,abbreviatus,50,0.7,3.45,0.5,-999,
Rodentia,Muridae,Microtus,mexicanus,35,-999,-999,-999,-999,
Rodentia,Muridae,Microtus,juldaschi,-999,-999,-999,-999,-999,
Rodentia,Muridae,Microtus,breweri,54,0.73,3.5,0.5,-999,
Rodentia,Muridae,Microtus,montebelli,39.85,0.97,2.45,0.67,17.6,
Rodentia,Muridae,Microtus,townsendii,54.8,0.75,-999,0.53,15.1,
Rodentia,Muridae,Microtus,miurus,39.5,0.7,2.6,-999,-999,
Rodentia,Muridae,Microtus,longicaudus,36.7,-999,-999,-999,-999,
Rodentia,Muridae,Microtus,chrotorrhinus,39,0.67,-999,-999,-999,
Rodentia,Muridae,Microtus,canicaudus,35.3,0.73,2.43,0.6,13.98,
Rodentia,Muridae,Microtus,richardsoni,106.2,0.9,5.05,0.7,31.09,
Rodentia,Muridae,Microtus,xanthognathus,141.5,-999,3.5,1,-999,
Rodentia,Muridae,Microtus,pennsylvanicus,43.67,0.7,2.46,0.48,13.6,
Rodentia,Muridae,Microtus,pinetorum,25.5,0.75,2.32,0.68,9.63,
Rodentia,Muridae,Microtus,gregalis,47.5,-999,-999,-999,-999,
Rodentia,Muridae,Microtus,guentheri,51.6,0.7,3,0.59,15,
Rodentia,Muridae,Microtus,oeconomus,93.33,0.71,2.43,0.71,15.9,
Rodentia,Muridae,Microtus,agrestis,46,0.68,2.3,0.44,8.94,
Rodentia,Muridae,Microtus,subterraneus,19.5,0.71,1.6,0.79,9.44,
Rodentia,Muridae,Microtus,ochrogaster,40,0.74,3.02,0.67,16.68,
Rodentia,Muridae,Microtus,oregoni,20.5,0.78,1.63,0.46,10,
Rodentia,Muridae,Microtus,montanus,49.5,0.7,3.05,0.54,9.33,
Rodentia,Muridae,Microtus,californicus,53.5,0.71,2.83,0.6,17.67,
Rodentia,Muridae,Microtus,socialis,48,0.65,2.1,-999,-999,
Rodentia,Muridae,Microtus,arvalis,27.5,0.69,1.85,0.58,8.87,
Rodentia,Muridae,Microtus,fortis,63,-999,-999,-999,-999,
Rodentia,Muridae,Millardia,meltada,70,0.62,-999,-999,-999,
Rodentia,Muridae,Mus,caroli,11.25,0.69,1.2,-999,-999,
Rodentia,Muridae,Mus,spretus,12.8,-999,-999,-999,-999,
Rodentia,Muridae,Mus,mayori,-999,-999,-999,-999,-999,
Rodentia,Muridae,Mus,cervicolor,17.7,0.65,1.5,-999,-999,
Rodentia,Muridae,Mus,musculoides,6,-999,-999,-999,-999,
Rodentia,Muridae,Mus,platythrix,28.2,-999,-999,-999,-999,
Rodentia,Muridae,Mus,booduga,9.22,-999,-999,-999,-999,
Rodentia,Muridae,Mus,triton,12.45,0.67,1.3,0.92,4.5,
Rodentia,Muridae,Mus,minutoides,7.25,0.67,0.97,0.69,3.34,
Rodentia,Muridae,Mus,musculus,20.5,0.69,1.25,0.72,8.95,
Rodentia,Muridae,Myomys,fumatus,30,-999,-999,-999,-999,
Rodentia,Muridae,Myomys,derooi,32,-999,-999,-999,-999,
Rodentia,Muridae,Myomys,daltoni,33.5,0.97,1.5,-999,8,
Rodentia,Muridae,Myopus,schisticolor,25,0.71,3.2,0.67,15.65,
Rodentia,Muridae,Myospalax,myospalax,-999,-999,-999,-999,-999,
Rodentia,Muridae,Mystromys,albicaudatus,106,1.26,6.25,1.07,39,
Rodentia,Muridae,Nannospalax,leucodon,178,-999,5,1.5,-999,
Rodentia,Muridae,Neacomys,tenuipes,19,-999,-999,-999,-999,
Rodentia,Muridae,Nectomys,squamipes,290,-999,-999,-999,-999,
Rodentia,Muridae,Nectomys,parvipes,257.5,-999,-999,-999,-999,
Rodentia,Muridae,Neofiber,alleni,269,0.93,11.08,0.75,-999,
Rodentia,Muridae,Neotoma,devia,96.7,1.2,10,0.7,-999,
Rodentia,Muridae,Neotoma,fuscipes,233.58,1.02,12.1,0.88,-999,
Rodentia,Muridae,Neotoma,stephensi,142,1.03,10.6,1.31,35,
Rodentia,Muridae,Neotoma,cinerea,335.5,0.98,13.5,0.9,107.03,
Rodentia,Muridae,Neotoma,phenax,227.5,-999,-999,-999,-999,
Rodentia,Muridae,Neotoma,mexicana,203,1.09,10.4,-999,-999,
Rodentia,Muridae,Neotoma,albigula,198,1.19,11.35,0.96,78.15,
Rodentia,Muridae,Neotoma,lepida,125.33,1.1,8.96,0.95,34.63,
Rodentia,Muridae,Neotoma,micropus,236.33,1.14,11.7,0.87,35.6,
Rodentia,Muridae,Neotoma,floridana,370.5,1.2,13.28,0.73,50.45,
Rodentia,Muridae,Neotomodon,alstoni,50,0.91,3.4,-999,-999,
Rodentia,Muridae,Nesokia,indica,143.5,0.57,-999,-999,-999,
Rodentia,Muridae,Niviventer,niviventer,66.4,-999,3.75,-999,-999,
Rodentia,Muridae,Notomys,cervinus,35,1.4,3,1.09,-999,
Rodentia,Muridae,Notomys,fuscus,35,1.14,-999,1,-999,
Rodentia,Muridae,Notomys,aquilo,39,1.75,-999,-999,-999,
Rodentia,Muridae,Notomys,mitchellii,52,1.21,-999,1,-999,
Rodentia,Muridae,Notomys,alexis,35,1.16,2.83,0.98,12.5,
Rodentia,Muridae,Nyctomys,sumichrasti,53.33,1.09,5.2,0.7,40,
Rodentia,Muridae,Ochrotomys,nuttalli,22,0.95,2.63,0.63,10.9,
Rodentia,Muridae,Oecomys,concolor,60.67,-999,-999,-999,-999,
Rodentia,Muridae,Oenomys,hypoxanthus,85.5,-999,-999,1,30,
Rodentia,Muridae,Oligoryzomys,nigripes,22.65,0.83,3.3,0.49,-999,
Rodentia,Muridae,Oligoryzomys,flavescens,21,-999,-999,-999,-999,
Rodentia,Muridae,Oligoryzomys,longicaudatus,27.75,-999,-999,-999,-999,
Rodentia,Muridae,Ondatra,zibethicus,1135.8,0.91,21.92,0.84,152.1,
Rodentia,Muridae,Onychomys,leucogaster,40,1.08,2.65,0.91,13.2,
Rodentia,Muridae,Onychomys,torridus,19,0.97,2.32,0.69,9.35,
Rodentia,Muridae,Oryzomys,subflavus,7.5,-999,-999,1,-999,
Rodentia,Muridae,Oryzomys,palustris,47.67,0.8,3.42,0.5,22.25,
Rodentia,Muridae,Oryzomys,capito,63.15,0.88,3.85,-999,-999,
Rodentia,Muridae,Otomys,sloggetti,121,1.27,11.4,0.6,27.5,
Rodentia,Muridae,Otomys,typus,-999,-999,12.5,-999,-999,
Rodentia,Muridae,Otomys,denti,-999,-999,20,-999,-999,
Rodentia,Muridae,Otomys,angoniensis,150.95,-999,-999,-999,-999,
Rodentia,Muridae,Otomys,irroratus,146.85,1.3,14.5,0.42,30,
Rodentia,Muridae,Ototylomys,phyllotis,101,1.81,10.2,1.08,-999,
Rodentia,Muridae,Oxymycterus,rufus,85.5,-999,-999,0.47,-999,
Rodentia,Muridae,Pachyuromys,duprasi,32.5,0.71,-999,0.97,-999,
Rodentia,Muridae,Parotomys,brantsii,120,-999,-999,-999,-999,
Rodentia,Muridae,Pelomys,minor,50,-999,-999,-999,-999,
Rodentia,Muridae,Pelomys,fallax,118,-999,-999,-999,-999,
Rodentia,Muridae,Peromyscus,hooperi,36,1.12,2.62,0.76,10.07,
Rodentia,Muridae,Peromyscus,megalops,71,-999,3.9,0.74,16,
Rodentia,Muridae,Peromyscus,melanocarpus,59,1.12,4.5,0.73,-999,
Rodentia,Muridae,Peromyscus,mexicanus,60.5,1.09,4.4,-999,-999,
Rodentia,Muridae,Peromyscus,interparietalis,-999,-999,2.74,0.62,-999,
Rodentia,Muridae,Peromyscus,perfulvus,40,1.44,3,-999,-999,
Rodentia,Muridae,Peromyscus,melanophrys,40,0.82,-999,1.05,-999,
Rodentia,Muridae,Peromyscus,pectoralis,31.5,0.77,-999,-999,-999,
Rodentia,Muridae,Peromyscus,gratus,26.9,0.87,-999,-999,-999,
Rodentia,Muridae,Peromyscus,boylii,28.7,0.82,2.2,0.88,-999,
Rodentia,Muridae,Peromyscus,yucatanicus,26.3,1.03,2.5,-999,13.1,
Rodentia,Muridae,Peromyscus,gossypinus,29,0.83,2.2,0.81,13.69,
Rodentia,Muridae,Peromyscus,difficilis,28,-999,-999,0.87,-999,
Rodentia,Muridae,Peromyscus,attwateri,30,-999,-999,-999,-999,
Rodentia,Muridae,Peromyscus,nasutus,28,-999,-999,-999,-999,
Rodentia,Muridae,Peromyscus,sitkensis,28.3,-999,-999,-999,-999,
Rodentia,Muridae,Peromyscus,crinitus,16.33,0.82,2.2,0.87,13.87,
Rodentia,Muridae,Peromyscus,polionotus,14,0.79,1.63,0.76,6.77,
Rodentia,Muridae,Peromyscus,truei,27,0.99,2.32,0.85,10.5,
Rodentia,Muridae,Peromyscus,maniculatus,20.5,0.88,1.83,0.84,8.95,
Rodentia,Muridae,Peromyscus,eremicus,25,0.85,2.33,0.82,-999,
Rodentia,Muridae,Peromyscus,leucopus,23,0.83,1.89,0.77,9.58,
Rodentia,Muridae,Peromyscus,californicus,42,0.97,4.46,0.98,18.65,
Rodentia,Muridae,Peromyscus,melanotis,39.6,0.84,1.67,-999,-999,
Rodentia,Muridae,Petromyscus,collinus,21,-999,2.1,1.05,-999,
Rodentia,Muridae,Phenacomys,ungava,27,0.75,2.4,0.68,10,
Rodentia,Muridae,Phenacomys,intermedius,33,0.71,2.18,0.63,15.28,
Rodentia,Muridae,Phodopus,campbelli,23.4,-999,-999,-999,-999,
Rodentia,Muridae,Phodopus,sungorus,23.4,0.65,1.77,0.65,14.8,
Rodentia,Muridae,Phodopus,roborovskii,-999,0.7,1.45,0.63,18.1,
Rodentia,Muridae,Phyllotis,darwini,50.83,1.12,-999,-999,-999,
Rodentia,Muridae,Pithecheir,parvus,104,-999,-999,-999,-999,
Rodentia,Muridae,Podomys,floridanus,31.25,0.77,2.4,0.84,11.5,
Rodentia,Muridae,Pogonomelomys,sevia,60.9,-999,-999,-999,-999,
Rodentia,Muridae,Pogonomys,sylvestris,39.1,-999,-999,-999,-999,
Rodentia,Muridae,Pogonomys,loriae,95,-999,-999,-999,-999,
Rodentia,Muridae,Pogonomys,macrourus,45.1,-999,-999,-999,-999,
Rodentia,Muridae,Praomys,jacksoni,40,1.18,-999,1,20,
Rodentia,Muridae,Praomys,morio,21,1.04,2.7,0.94,-999,
Rodentia,Muridae,Praomys,tullbergi,36.97,0.8,2.7,0.82,10.5,
Rodentia,Muridae,Praomys,delectorum,27,-999,-999,-999,-999,
Rodentia,Muridae,Psammomys,obesus,177.33,0.88,6.25,0.89,40,
Rodentia,Muridae,Pseudomys,fuscus,148,1.28,7.25,1.29,-999,
Rodentia,Muridae,Pseudomys,oralis,95,-999,-999,-999,-999,
Rodentia,Muridae,Pseudomys,hermannsburgensis,12,1.06,-999,1,-999,
Rodentia,Muridae,Pseudomys,pilligaensis,11,0.93,-999,-999,-999,
Rodentia,Muridae,Pseudomys,delicatulus,11,0.99,1,1,-999,
Rodentia,Muridae,Pseudomys,gracilicaudatus,63,0.9,4.35,0.94,24,
Rodentia,Muridae,Pseudomys,desertor,25,0.98,-999,0.84,-999,
Rodentia,Muridae,Pseudomys,nanus,34,0.8,-999,0.77,-999,
Rodentia,Muridae,Pseudomys,australis,65,1.02,4,0.87,12.5,
Rodentia,Muridae,Pseudomys,fieldi,45,0.82,-999,1,-999,
Rodentia,Muridae,Pseudomys,praeconis,45,1,-999,1,-999,
Rodentia,Muridae,Pseudomys,shortridgei,64,-999,-999,-999,-999,
Rodentia,Muridae,Pseudomys,albocinereus,26,1.27,-999,1,-999,
Rodentia,Muridae,Pseudomys,higginsi,60.1,1.07,5,0.98,-999,
Rodentia,Muridae,Pseudomys,fumeus,70,-999,-999,-999,-999,
Rodentia,Muridae,Pseudomys,apodemoides,20,1.48,-999,1.17,11,
Rodentia,Muridae,Pseudomys,novaehollandiae,18,1.06,1.8,0.91,-999,
Rodentia,Muridae,Rattus,colletti,61,-999,-999,-999,-999,
Rodentia,Muridae,Rattus,villosissimus,200,-999,-999,-999,-999,
Rodentia,Muridae,Rattus,tiomanicus,127.5,0.77,4.1,-999,-999,
Rodentia,Muridae,Rattus,leucopus,124,0.75,-999,0.83,-999,
Rodentia,Muridae,Rattus,steini,155,-999,-999,-999,-999,
Rodentia,Muridae,Rattus,praetor,139.35,-999,-999,-999,-999,
Rodentia,Muridae,Rattus,tunneyi,113.5,0.72,-999,0.75,-999,
Rodentia,Muridae,Rattus,sordidus,125,0.72,3,-999,-999,
Rodentia,Muridae,Rattus,argentiventer,202,0.71,-999,-999,-999,
Rodentia,Muridae,Rattus,lutreolus,115,0.88,4.87,0.83,25,
Rodentia,Muridae,Rattus,fuscipes,133,0.86,4.5,0.97,21.28,
Rodentia,Muridae,Rattus,exulans,70,0.73,2.62,0.78,22.76,
Rodentia,Muridae,Rattus,norvegicus,280,0.71,5.81,0.82,63.75,
Rodentia,Muridae,Rattus,rattus,246.5,0.74,4.55,0.86,39.68,
Rodentia,Muridae,Reithrodon,auritus,72.17,-999,-999,-999,-999,
Rodentia,Muridae,Reithrodontomys,humulis,10.3,0.75,1.09,0.76,-999,
Rodentia,Muridae,Reithrodontomys,megalotis,11.03,0.76,1.33,0.7,-999,
Rodentia,Muridae,Reithrodontomys,montanus,9,0.74,1.04,0.49,5.4,
Rodentia,Muridae,Reithrodontomys,raviventris,11.05,-999,-999,-999,-999,
Rodentia,Muridae,Reithrodontomys,fulvescens,12.5,-999,1.08,0.48,3.25,
Rodentia,Muridae,Rhabdomys,pumilio,51,0.83,2.67,0.49,8.45,
Rodentia,Muridae,Rhipidomys,latimanus,57.5,-999,-999,-999,-999,
Rodentia,Muridae,Rhipidomys,mastacalis,75,-999,-999,-999,-999,
Rodentia,Muridae,Rhizomys,sumatrensis,3000,-999,-999,3,-999,
Rodentia,Muridae,Rhizomys,pruinosus,2450,-999,-999,4,-999,
Rodentia,Muridae,Rhombomys,opimus,143,0.92,4.75,0.73,-999,
Rodentia,Muridae,Saccostomus,campestris,47.38,0.69,2.6,1,-999,
Rodentia,Muridae,Scotinomys,teguina,12,1.01,1.35,0.68,-999,
Rodentia,Muridae,Scotinomys,xerampelinus,15,1.09,1.35,0.79,-999,
Rodentia,Muridae,Sekeetamys,calurus,38.5,-999,-999,-999,-999,
Rodentia,Muridae,Sigmodon,leucotis,135.5,1.17,-999,-999,-999,
Rodentia,Muridae,Sigmodon,ochrognathus,113.67,1.15,5.55,0.5,35.55,
Rodentia,Muridae,Sigmodon,fulviventer,211,1.17,-999,-999,-999,
Rodentia,Muridae,Sigmodon,hispidus,185,0.89,6.69,0.49,23.56,
Rodentia,Muridae,Sigmodon,alstoni,55.7,-999,-999,-999,-999,
Rodentia,Muridae,Spalax,microphthalmus,-999,-999,-999,-999,-999,
Rodentia,Muridae,Steatomys,krebsii,24,-999,-999,-999,-999,
Rodentia,Muridae,Steatomys,pratensis,25.53,-999,1.55,-999,-999,
Rodentia,Muridae,Stochomys,longicaudatus,74.5,-999,-999,-999,-999,
Rodentia,Muridae,Sundamys,muelleri,334,-999,-999,-999,-999,
Rodentia,Muridae,Synaptomys,cooperi,37.05,0.77,3.46,0.75,20,
Rodentia,Muridae,Synaptomys,borealis,21.3,-999,-999,-999,-999,
Rodentia,Muridae,Tachyoryctes,ruandae,-999,1.58,14,-999,-999,
Rodentia,Muridae,Tachyoryctes,splendens,207.5,1.36,20,1.3,-999,
Rodentia,Muridae,Tateomys,rhinogradoides,84,-999,-999,-999,82.8,
Rodentia,Muridae,Tatera,inclusa,131,0.77,-999,0.73,-999,
Rodentia,Muridae,Tatera,leucogaster,64.86,-999,2.8,0.93,19,
Rodentia,Muridae,Tatera,robusta,93,-999,-999,-999,-999,
Rodentia,Muridae,Tatera,valida,113,-999,-999,-999,30,
Rodentia,Muridae,Tatera,brantsii,75,0.75,5.13,0.83,45,
Rodentia,Muridae,Tatera,indica,146.67,0.87,3,0.79,-999,
Rodentia,Muridae,Tatera,nigricauda,114,-999,-999,-999,-999,
Rodentia,Muridae,Tatera,afra,74.8,0.75,4.5,-999,-999,
Rodentia,Muridae,Taterillus,emini,-999,-999,-999,-999,-999,
Rodentia,Muridae,Taterillus,pygargus,48.1,0.88,-999,0.75,-999,
Rodentia,Muridae,Taterillus,gracilis,51.85,0.87,-999,-999,-999,
Rodentia,Muridae,Thallomys,paedulcus,77.43,-999,2.65,0.98,-999,
Rodentia,Muridae,Thamnomys,venustus,65,0.8,-999,0.8,-999,
Rodentia,Muridae,Tylomys,nudicaudus,280,1.32,16.77,0.87,40,
Rodentia,Muridae,Uranomys,ruddi,47,-999,-999,-999,-999,
Rodentia,Muridae,Uromys,caudimaculatus,625,1.29,20,1.33,-999,
Rodentia,Muridae,Vandeleuria,nolthenii,56.6,-999,-999,-999,-999,
Rodentia,Muridae,Wiedomys,pyrrhorhinos,47,-999,-999,-999,-999,
Rodentia,Muridae,Zelotomys,woosnami,54.5,1.03,-999,-999,-999,
Rodentia,Muridae,Zygodontomys,brevicauda,58,0.87,3.64,0.48,22,
Rodentia,Muridae,Zyzomys,maini,94,-999,-999,-999,-999,
Rodentia,Muridae,Zyzomys,argurus,50,1,-999,1.17,14,
Rodentia,Muridae,Zyzomys,woodwardi,130,-999,-999,1.17,-999,
Rodentia,Myocastoridae,Myocastor,coypus,7150,4.43,196.36,1.9,1533.33,
Rodentia,Myoxidae,Dryomys,laniger,-999,-999,-999,-999,-999,
Rodentia,Myoxidae,Dryomys,nitedula,25,0.81,1.6,1,-999,
Rodentia,Myoxidae,Eliomys,quercinus,115,0.74,-999,1,-999,
Rodentia,Myoxidae,Glirulus,japonicus,27,1,-999,-999,-999,
Rodentia,Myoxidae,Graphiurus,crassicaudatus,-999,-999,-999,-999,-999,
Rodentia,Myoxidae,Graphiurus,murinus,24,0.8,3.5,-999,-999,
Rodentia,Myoxidae,Graphiurus,ocularis,68.8,-999,-999,-999,25.6,
Rodentia,Myoxidae,Muscardinus,avellanarius,27.33,0.79,0.8,1.27,-999,
Rodentia,Myoxidae,Myoxus,glis,125,0.94,1.5,1.07,-999,
Rodentia,Octodontidae,Octodon,degus,235,2.96,14.1,1.19,71.2,
Rodentia,Octodontidae,Octodontomys,gliroides,158,3.39,16.67,1.38,-999,
Rodentia,Octodontidae,Spalacopus,cyanus,98.05,-999,-999,-999,-999,
Rodentia,Pedetidae,Pedetes,capensis,3500,2.53,264.5,1.64,1300,
Rodentia,Petromuridae,Petromus,typicus,200,-999,-999,-999,-999,
Rodentia,Sciuridae,Ammospermophilus,harrisii,126,0.97,3.8,1.69,45,
Rodentia,Sciuridae,Ammospermophilus,nelsoni,154.5,0.87,4.88,-999,41,
Rodentia,Sciuridae,Ammospermophilus,interpres,110.2,-999,-999,-999,27.5,
Rodentia,Sciuridae,Ammospermophilus,leucurus,97.5,1.04,3.36,2.2,60,
Rodentia,Sciuridae,Callosciurus,prevostii,400,1.57,16.35,-999,-999,
Rodentia,Sciuridae,Callosciurus,caniceps,30,-999,-999,-999,-999,
Rodentia,Sciuridae,Callosciurus,nigrovittatus,202,-999,-999,-999,-999,
Rodentia,Sciuridae,Callosciurus,notatus,190,-999,-999,-999,-999,
Rodentia,Sciuridae,Cynomys,ludovicianus,863,1.11,15.38,1.89,140.57,
Rodentia,Sciuridae,Cynomys,gunnisoni,816.67,1,-999,1.5,-999,
Rodentia,Sciuridae,Cynomys,parvidens,516,-999,-999,-999,-999,
Rodentia,Sciuridae,Cynomys,leucurus,873.5,1,-999,-999,-999,
Rodentia,Sciuridae,Cynomys,mexicanus,828.1,-999,-999,1.52,-999,
Rodentia,Sciuridae,Dremomys,lokriah,172.5,-999,-999,-999,-999,
Rodentia,Sciuridae,Epixerus,ebii,388,-999,-999,-999,-999,
Rodentia,Sciuridae,Exilisciurus,exilis,14.6,-999,-999,-999,-999,
Rodentia,Sciuridae,Funambulus,sublineatus,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Funambulus,palmarum,-999,1.13,-999,-999,-999,
Rodentia,Sciuridae,Funambulus,pennantii,147.65,1.33,-999,2,-999,
Rodentia,Sciuridae,Funisciurus,anerythrus,218,-999,-999,-999,-999,
Rodentia,Sciuridae,Funisciurus,lemniscatus,141,-999,-999,-999,-999,
Rodentia,Sciuridae,Funisciurus,pyrropus,271.67,-999,-999,-999,-999,
Rodentia,Sciuridae,Funisciurus,congicus,106,1.73,9.96,1.67,-999,
Rodentia,Sciuridae,Glaucomys,sabrinus,132.17,1.32,5.62,2.12,33.87,
Rodentia,Sciuridae,Glaucomys,volans,65.38,1.32,3.49,1.75,44.6,
Rodentia,Sciuridae,Heliosciurus,rufobrachium,326.5,-999,-999,-999,-999,
Rodentia,Sciuridae,Hylopetes,alboniger,240,-999,-999,-999,-999,
Rodentia,Sciuridae,Hylopetes,fimbriatus,510,-999,-999,2.5,-999,
Rodentia,Sciuridae,Iomys,horsfieldi,120,-999,-999,-999,-999,
Rodentia,Sciuridae,Marmota,menzbieri,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Marmota,camtschatica,-999,-999,33,-999,-999,
Rodentia,Sciuridae,Marmota,vancouverensis,4750,1,-999,-999,-999,
Rodentia,Sciuridae,Marmota,olympus,6300,1,-999,-999,-999,
Rodentia,Sciuridae,Marmota,caligata,6343.33,0.94,-999,0.92,-999,
Rodentia,Sciuridae,Marmota,bobak,-999,1.35,35.5,-999,-999,
Rodentia,Sciuridae,Marmota,flaviventris,2930,1,33.8,0.89,478.83,
Rodentia,Sciuridae,Marmota,broweri,3180,-999,-999,-999,-999,
Rodentia,Sciuridae,Marmota,marmota,2010,1.17,29.67,1.77,-999,
Rodentia,Sciuridae,Marmota,sibirica,8000,1.37,-999,-999,-999,
Rodentia,Sciuridae,Marmota,monax,3413,1.09,27.43,1.57,248,
Rodentia,Sciuridae,Marmota,caudata,4100,1,-999,-999,-999,
Rodentia,Sciuridae,Marmota,baibacina,-999,1.33,-999,-999,-999,
Rodentia,Sciuridae,Myosciurus,pumilio,16.5,-999,-999,-999,-999,
Rodentia,Sciuridae,Paraxerus,flavovittis,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Paraxerus,poensis,134,-999,9.91,-999,-999,
Rodentia,Sciuridae,Paraxerus,ochraceus,-999,-999,-999,-999,-999,
Rodentia,Sciuridae,Paraxerus,palliatus,295,2.05,15.21,-999,-999,
Rodentia,Sciuridae,Paraxerus,cepapi,216,1.88,12.88,1.33,-999,
Rodentia,Sciuridae,Petaurista,leucogenys,-999,-999,5,-999,-999,
Rodentia,Sciuridae,Petaurista,elegans,1273.33,-999,-999,-999,-999,
Rodentia,Sciuridae,Petaurista,magnificus,1780,-999,-999,-999,-999,
Rodentia,Sciuridae,Petaurista,philippensis,-999,1.5,56,3,-999,
Rodentia,Sciuridae,Petaurista,petaurista,1330,-999,-999,2.25,-999,
Rodentia,Sciuridae,Petinomys,genibarbis,110,1.77,-999,-999,-999,
Rodentia,Sciuridae,Petinomys,setosus,42.25,-999,-999,-999,-999,
Rodentia,Sciuridae,Petinomys,vordermanni,37,-999,-999,-999,-999,
Rodentia,Sciuridae,Petinomys,fuscocapillus,712,-999,-999,-999,-999,
Rodentia,Sciuridae,Pteromys,volans,130,1,-999,1.5,-999,
Rodentia,Sciuridae,Ratufa,indica,1060,2.75,-999,-999,-999,
Rodentia,Sciuridae,Ratufa,macroura,1280,0.93,-999,2.25,-999,
Rodentia,Sciuridae,Ratufa,bicolor,2150,1.05,77,-999,-999,
Rodentia,Sciuridae,Rhinosciurus,laticaudatus,221,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurillus,pusillus,39,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurus,aureogaster,595,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurus,yucatanensis,225,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurus,alleni,461,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurus,arizonensis,760.5,-999,-999,-999,-999,
Rodentia,Sciuridae,Sciurus,griseus,751.67,1.44,-999,2,-999,
Rodentia,Sciuridae,Sciurus,aberti,702.5,1.43,12,2.5,355,
Rodentia,Sciuridae,Sciurus,niger,803.7,1.49,15.44,2.5,-999,
Rodentia,Sciuridae,Sciurus,carolinensis,540.33,1.43,15.15,2.14,165,
Rodentia,Sciuridae,Sciurus,granatensis,374,-999,9.5,2,-999,
